smile,activity
O=[N+](C1=CC=C(C#CC2=CC=C(C3=CC=C(C#CC4=CC=C([N+]([O-])=O)C=C4)S3)S2)C=C1)[O-],0.412
CC(C1=C2C=C(N(C)C)C=CC2=CC3=C1CCC3)=O,0.377
CC(C1=C2C=CC(N(C)C)=CC2=CC3=C1CCC3)=O,0.373
CC(C1=C2C=CC=C(N(C)C)C2=CC3=C1CCC3)=O,0.334
O=C1C(OC)=C(C2=CC=C(N(CC)CC)C=C2)OC3=CC=CC=C31,0.394
O=C1C(OC)=C(C(O2)=CC3=C2C=C(N(CC)CC)C=C3)OC4=CC=CC=C41,0.443
O=C1C(OC)=C(C2=CC(C3(C)C)=C(C=C2)C4=C3C=C(N(CC)CC)C=C4)OC5=CC=CC=C51,0.414
CN(C)C1=CC=C2C(C=C(C(N(CC(OC)=O)C3=O)=O)C3=C2)=C1,0.38
F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,0.3922
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C(B(N6)O3)=CC7=C6C=CC=C7)=C2,0.413
CC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(C)C=C6)C4=CC7=C5C=CC=C7,0.412
CC1=CC(C(C2=C3)=C(C4=CC(C)=CC=C4)C5=CC6=CC=CC=C6NB5OB2NC7=C3C=CC=C7)=CC=C1,0.413
COC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(OC)C=C6)C4=CC7=C5C=CC=C7,0.413
FC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(F)C=C6)C4=CC7=C5C=CC=C7,0.413
ClC(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(Cl)C=C6)C4=CC7=C5C=CC=C7,0.413
FC(C(C=C1)=CC=C1C(C2=CC3=CC=CC=C3NB2OB4N5)=C(C6=CC=C(OC)C=C6)C4=CC7=C5C=CC=C7)(F)F,0.413
C12=CC=CC=C1N(C3=CC=CC=C3)B4C(C(C5=CC=CC=C5)=C(C6=CC=CC=C6)C(B(N7C8=CC=CC=C8)O4)=CC9=C7C=CC=C9)=C2,0.419
C12=CC=CC=C1N(CC3=CC=CC=C3)B4C(C(C5=CC=CC=C5)=C(C6=CC=CC=C6)C(B(N7CC8=CC=CC=C8)O4)=CC9=C7C=CC=C9)=C2,0.415
CCCCN1B2OB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C2=CC6=C1C=CC=C6)=CC7=CC=CC=C7N3CCCC,0.418
FC1=CC=C(C=C(C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C(B(N4CC5=CC=CC=C5)O6)=CC7=C4C=C(F)C=C7)B6N8CC9=CC=CC=C9)C8=C1,0.412
CC1=CC=C(C=C(C(C2=CC=CC=C2)=C(C3=CC=CC=C3)C(B(N4CC5=CC=CC=C5)O6)=CC7=C4C=C(C)C=C7)B6N8CC9=CC=CC=C9)C8=C1,0.421
BrC1=CC=C2C(C=C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(B(N5)O6)=CC7=C5C=CC(Br)=C7)B6N2)=C1,0.42
BrC1=CC=C2C(C=C(C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(B(N5)O6)=CC7=C5C=CC(C8=CC=C(OC)C=C8)=C7)B6N2)=C1,0.419
COC(C=C1)=CC=C1C2=CC(C=C3C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=CC7=CC(C8=CC=C(OC)C=C8)=CC=C7NB6OB3N9)=C9C=C2,0.425
C12=C(C3=CC=CC=C3)C=C(C=C(C=C(C4=CC=CC=C4)C5=C6C(N7)=CC=C5)C6=C8B7N9)C8=C1C9=CC=C2,0.45
CCCCCCN1B2C3=C4C(C=C(C5=CC=CC=C5)C6=C4C(N2CCCCCC)=CC=C6)=CC7=CC(C8=CC=CC=C8)=C9C(C1=CC=C9)=C73,0.454
CCCCCCCCCCCCN1B2C3=C4C(C=C(C5=CC=CC=C5)C6=C4C(N2CCCCCCCCCCCC)=CC=C6)=CC7=CC(C8=CC=CC=C8)=C9C(C1=CC=C9)=C73,0.454
C12=CC=CC(C3=CC=CC=C3N4C5=C6C=CC=C5)=C1B4N6C7=CC=CC=C72,0.346
C12=CC=CC(C3=CC=CC=C3N4C(C=CC=C5)=C5C6=C7C=CC=C6)=C1B4N7C8=CC=CC=C82,0.367
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C=CC=C6)=C2,0.383
CC(O1)(C)C(C)(C)OB1C2=CC3=C(C=C2)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=CC7=CC=CC=C7NB63,0.39
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C2,0.432
C1(N(C2=CC=CC=C2)C3=CC=CC=C3)=CC=C(N4)C(C=C5B4C6=C(C=CC(N(C7=CC=CC=C7)C8=CC=CC=C8)=C6)C(C9=CC=CC=C9)=C5C%10=CC=CC=C%10)=C1,0.443
CC([Si](C#CC1=CC2=C(C=C1)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=CC6=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=CC=C6NB52)(C(C)C)C(C)C)C,0.402
C1(C2=C(C=C3)C(C(C3=CC=C4)=C4C=C5)=C5C=C2)=CC=C(N6)C(C=C7B6C8=C(C=CC(C9=C%10C(C(C%11=CC=C%12)=C%12C=C%10)=C(C=C%11)C=C9)=C8)C(C%13=CC=CC=C%13)=C7C%14=CC=CC=C%14)=C1,0.402
C12=CC=CC=C1NB3C(C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=C3C=C(C7=CC(B8NC9=CC=CC=C9C=C%108)=C(C(C%11=CC=CC=C%11)=C%10C%12=CC=CC=C%12)C=C7)C=C6)=C2,0.411
C1(C2=CC3=C(C=C2)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C6=CC7=CC=CC=C7NB63)=CC=C(N8)C(C=C9B8C%10=C(C=CC(C%11=CC(B%12NC%13=CC=CC=C%13C=C%14%12)=C(C(C%15=CC=CC=C%15)=C%14C%16=CC=CC=C%16)C=C%11)=C%10)C(C%17=CC=CC=C%17)=C9C%18=CC=CC=C%18)=C1,0.407
C12=C3C(N(B(C4=CC=CC=C4)C=C5)CCN3B(C6=CC=CC=C6)C=C2)=C5C=C1,0.307
C12=C3C(N(B(C4=CC=CC=C4)C(C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C=C2)=C6C=C1,0.333
C12=C3C(N(B(C4=CC=CC=C4)C(C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C(C8=CC=CC=C8)=C2)=C6C=C1,0.348
C12=C3C(N(B(C4=CC=CC=C4)C(/C=C/C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C=C2)=C6C=C1,0.369
C12=C3C(N(B(C4=CC=CC=C4)C(/C=C/C5=CC=CC=C5)=C6)CCN3B(C7=CC=CC=C7)C(/C=C/C8=CC=CC=C8)=C2)=C6C=C1,0.4
C12=CC=CC(C3=C4N5C=CC4=CC=C3)=C1B5N6C7=C2C=CC=C7C=C6,0.349
CC(C)(C)C1=CC2=C(C=C1)N3B4C5=C(C6=C7N4C8=C(C=C(C(C)(C)C)C=C8)C7=CC(C(C)(C)C)=C6)C=CC=C5C9=C3C2=CC(C(C)(C)C)=C9,0.369
CC(C)(C)C1=CC(C(C=CC=C2S3)=C2N4C5=C3C=CC=C5)=C(B4N6C7=C8C=CC=C7SC9=C6C=CC=C9)C8=C1,0.381
C12=C3C=C4C(C(C5=CC=CN56)=CC=C4)=C1B6N7C(C2=CC=C3)=CC=C7,0.505
CCCC1=CC2=C(C=C1)N(C3=C2)B4C5=C(C(C6=CC(C=C(CCC)C=C7)=C7N64)=CC=C8)C8=CC9=C5C3=CC=C9,0.537
CC(C)(C)C1=CC2=C(C3=C1)N4B5C6=C(C7=C8N5C9=C(C=C(C(C)(C)C)C=C93)C8=CC(C(C)(C)C)=C7)C=CC=C6C%10=C4C2=CC(C(C)(C)C)=C%10,0.439
N12C3=C4C=CC5=C3N6C1=C(C(C=CC=C7)=C7B2C8=C4C=CC=C8)C9=C(C=CC=C9)B6C%10=C5C=CC=C%10,0.411
CC1=CB(C2=CC=CC=C2)N3C4=C(C(C)=CB3C5=CC=CC=C5)C=CC=C41,0.384
CC1=CB(C2=CC=CC=C2)N3C4=C(C(C)=CB3C5=CC=C(F)C=C5)C=CC=C41,0.384
CC1=CB(C2=CC=CC=C2)N3C4=C(C(C)=CB3C5=CC=C(C)C=C5)C=CC=C41,0.387
CC1=CB(C2=CC=CC=C2)N3C4=C(C(C)=CB3O)C=CC=C41,0.353
C12=CC=CC=C1NB3C4=C2C=CC=C4C(C=CC=C5)=C5N3,0.351
CCCCCCN1B2C(C(C(C=CC=C3)=C3N2CCCCCC)=CC=C4)=C4C5=CC=CC=C51,0.359
C12=CC=C(C3=C(C(C(C=CC4=C5C=CC=C4)=C5N6)=CC=C3)B6N7)C7=C1C=CC=C2,0.381
CCCCCCN1B2C(C(C(C=C(C3=CC=CC=C3)C=C4)=C4N2CCCCCC)=CC=C5)=C5C6=CC(C7=CC=CC=C7)=CC=C61,0.342
CCCCCCN1B2C(C(C(C=C(C3=CC=CS3)C=C4)=C4N2CCCCCC)=CC=C5)=C5C6=CC(C7=CC=CS7)=CC=C61,0.346
CCCCCCN1B2C(C(C(C=CC=C3)=C3N2CCCCCC)=CC=C4)=C4C5=CC(N(CCCCCC)B6C7=C8C=CC=C7C(C=CC=C9)=C9N6CCCCCC)=C8C=C51,0.435
C12=CC=CC=C1NB(C3=C4C=CC=C3)C(C(C5=CC=CC=C5)=C4C6=CC=CC=C6)=C2,0.383
CC(C=C1)=CC=C1C2=C(C3=CC=C(C)C=C3)C(C=CC=C4)=C4B5C2=CC6=CC=CC=C6N5,0.384
FC(C=C1)=CC=C1C2=C(C3=CC=C(F)C=C3)C4=CC5=CC=CC=C5NB4C6=C2C=CC=C6,0.383
FC(C(C=C1)=CC=C1C2=C(C3=CC=C(C(F)(F)F)C=C3)C(C=CC=C4)=C4B5C2=CC6=CC=CC=C6N5)(F)F,0.381
CCCCC1=C(CCCC)C2=CC3=CC=CC=C3NB2C4=C1C=CC=C4,0.386
CC(C=C1)=CC2=C1B3C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)=CC6=CC=CC=C6N3,0.382
FC(C=C1)=CC2=C1B3C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)=CC6=CC=CC=C6N3,0.379
C12=CC=CC=C1N(CC3=CC=CC=C3)B(C4=C5C=CC=C4)C(C(C6=CC=CC=C6)=C5C7=CC=CC=C7)=C2,0.391
CCCCN1C2=CC=CC=C2C=C(C(C3=CC=CC=C3)=C4C5=CC=CC=C5)B1C6=C4C=CC=C6,0.39
CC1=CC=C(C=C(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)B5C6=C3C=CC=C6)C(N5CC7=CC=CC=C7)=C1,0.394
CC1=CC=C(C=C(C(C2=CC=C(OC)C=C2)=C3C4=CC=C(OC)C=C4)B5C6=C3C=CC=C6)C(N5CC7=CC=CC=C7)=C1,0.396
FC1=C(C=C(C(C2=CC=CC=C2)=C3C4=CC=CC=C4)B5C6=C3C=CC=C6)C(N5CC7=CC=CC=C7)=CC=C1,0.392
C12=CC=CC=C1NB(C3=C4C=CS3)C(C(C5=CC=CC=C5)=C4C6=CC=CC=C6)=C2,0.382
F[B-]1(F)N2C=CC=CC2=NC2=[N+]1C=CC=C2,0.392
CC1=CC(C)=CC(C)=C1B(N2)C3=CC=C4B(C5=C(C)C=C(C)C=C5C)NC6=C(N34)C2=CC=C6,0.318
C12=CC=CC3=C1N4C(B(C5=CC=CC=C5)N2)=CC=C4B(C6=CC=CC=C6)N3,0.331
CB1NC2=C(N3C(B(C)N4)=CC=C13)C4=CC=C2,0.309
C12=CC=CC3=C1N4C(BN2)=CC=C4BN3,0.316
CCCCC1=CC2=CC3=CC4=CC=CC=C4C=C3C=C2C=C1,0.446
CCCCB1C=CC2=CC3=CC4=CC=CC=C4C=C3C=C2N1,0.427
N12C=CC=CB1C=CC3=C2C=CC=C3,0.324
N12C=CC=CB1C=CC3=C2C=C(C=CC=C4)C4=C3,0.372
N12C=CC3=C(C=C(C=CC=C4)C4=C3)B1C=CC5=C2C=CC=C5,0.39
N12C=CC3=C(C=C(C=CC=C4)C4=C3)B1C=CC5=C2C=C(C=CC=C6)C6=C5,0.416
CC1=CC(C2=CC=CC=C2)=[O+]C3=CC(N(C)C)=CC=C31,0.51
CN(C)C1=CC=C(C(/C=C2C3=CC=C(N(C)C)C=C3OC(C4=CC=CC=C4)=C\2)=CC(C5=CC=CC=C5)=[O+]6)C6=C1,0.65
CN(C)C1=CC=C(C(/C=C/C=C2C3=CC=C(N(C)C)C=C3OC(C4=CC=CC=C4)=C/2)=CC(C5=CC=CC=C5)=[O+]6)C6=C1,0.746
CN(C)C1=CC=C(C(/C=C/C=C/C=C2C3=CC=C(N(C)C)C=C3OC(C4=CC=CC=C4)=C/2)=CC(C5=CC=CC=C5)=[O+]6)C6=C1,0.862
CN(C)C1=CC=C(C(/C=C/C(CCC/2)=C(Cl)C2=C\C=C3C4=CC=C(N(C)C)C=C4OC(C5=CC=CC=C5)=C\3)=CC(C6=CC=CC=C6)=[O+]7)C7=C1,1.026
C12=CC=CC3=[N+]1C(C4=C3C=CC=C4)=C(C5=CC=CC=C5)O2,0.368
FC1=CC=C(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)C=C1,0.372
ClC1=CC=C(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)C=C1,0.37
COC1=CC(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)=CC=C1,0.376
COC1=CC=C(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)C=C1,0.405
C12=CC=CC3=[N+]1C(C4=C3C=CC=C4)=C(C5=CC=C(C=CC=C6)C6=C5)O2,0.41
C12=CC=CC3=[N+]1C(C4=C3C=CC=C4)=C(C5=C(C=CC=C6)C6=CC7C5=CC=CC7)O2,0.411
CN(C)C1=CC=C(C2=C(C3=C4C=CC=C3)[N+]5=C4C=CC=C5O2)C=C1,0.506
C12=CC=CC3=[N+]1C(C4=C3C=CC=C4)=C(C5=CC=C(C=C6)C7C5=CC=C8C7C6=CC=C8)O2,0.485
O=P(C1=CC=CC2=CC=CC3=C12)(C4=CC=CC=C4)C5=C6C3=CC=CC6=CC=C5,0.346
O=P(C1=CC=CC2=CC=CC3=C12)(OCC)C4=C5C3=CC=CC5=CC=C4,0.346
O=P(C1=CC=CC2=CC=CC3=C12)(OC4=C(C)C=C(C)C=C4C)C5=C6C3=CC=CC6=CC=C5,0.351
C1(C2=CC=CC=C2)=NC=C3N1C(C4=CC=CC=C4)=CC=C3,0.337
COC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,0.332
CC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,0.341
FC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,0.336
ClC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,0.338
O=C(C)C(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=CC=C4)N32,0.358
COC(C=C1)=CC=C1C2=NC=C3N2C(C4=CC=CC=C4)=CC=C3,0.341
CC(C)(C)C(C=C1)=CC=C1C2=NC=C3N2C(C4=CC=CC=C4)=CC=C3,0.339
N#CC(C=C1)=CC=C1C2=NC=C3N2C(C4=CC=CC=C4)=CC=C3,0.331
COC(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=C(C#N)C=C4)N32,0.329
CC(C(C=C1)=CC=C1C2=CC=CC3=CN=C(C4=CC=C(OC)C=C4)N32)=O,0.366
CC(C=C1)=CC=C1C2=NC=C3N2C4=C(C=CC=C4)C=C3,0.324
CC(C=CC=C1)=C1C2=NC=C3N2C4=C(C=CC=C4)C=C3,0.325
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(N(CC)CC)=C7)=C7O4,0.72
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=C(C)C(NCC)=C7)=C7O4,0.71
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(NCC)=C7)=C7O4,0.712
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=C7C8=C9CCCN8CCC7)=C9O4,0.724
CC[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C(CCC3)=C4C3=C(/C=C5N(CC)C(C=CC=C6)=C6C/5(C)C)C(C=CC(O)=C7)=C7O4,0.714
O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C4=CC=CC=C4)C5=C1C=CC=C5,0.344
O=P1(C2=CC=CC=C2)C3=C(C=CC=C3)N(C)C4=C1C(C=CC=C5)=C5C6=C4C=CC=C6,0.372
F[B-]1(F)N2C(C3=CC=C(C#CC4=CC=C(C(C=CC([N+]([O-])=O)=C5)=C5C6(CCCCCC)CCCCCC)C6=C4)C=C3)=CC(C7=CC=CC=C7)=C2N=C8C(C9=CC=CC=C9)=CC(C%10=CC=C(C#CC%11=CC=C(C(C=CC([N+]([O-])=O)=C%12)=C%12C%13(CCCCCC)CCCCCC)C%13=C%11)C=C%10)=[N+]18,0.694
F[B-]1(N2C(C3=CC=C(C=C3)OC)=C4C(C=CC=C4)=C2N=C5C6=C(C=CC=C6)C(C7=CC=C(C=C7)OC)=[N+]15)F,0.729
COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,0.346
C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,0.399
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,0.354
COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,0.347
C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,0.397
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,0.354
COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,0.36
C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,0.402
C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,0.374
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,0.598
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(OC)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,0.599
F[B-](F)(N1C2=CC=C1CC)[N+]3=C(N(C4=C3C=CC(F)=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC,0.6
F[B-](F)(N1C2=CC3=C1CCCC3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C8CCCCC8=C7,0.622
F[B-](F)(N1C2=CC(Br)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,0.621
F[B-](F)(N1C2=C(C(Br)=C1CC)Br)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(Br)=C6)CC,0.615
F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C=C6)CC.C.[Br],0.615
F[B-](F)(N1C2=CC(I)=C1CC)[N+]3=C(N(C4=C3C=CC=C4)[B-]5(F)F)C2=C6[N+]5=C(C(I)=C6)CC,0.634
CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC)C#CC)=[N+]5[B-](C#CC)(N6C3=CC(I)=C6CC)C#CC,0.594
CCC(C(I)=C1)=[N+]2C1=C3C(N(C4=C5C=CC=C4)[B-]2(C#CC(CO)O)C#CC(O)CO)=[N+]5[B-](C#CC(CO)O)(N6C3=CC(I)=C6CC)C#CC(CO)O,0.592
F[B-](F)(N1C2=CC=C1/C=C/C3=CC(C(CCCCCCCC)(CCCCCCCC)C4=C5C=CC=C4)=C5C=C3)[N+]6=C(N(C7=C6C=CC=C7)[B-]8(F)F)C2=C9[N+]8=C(C=C9)/C=C/C%10=CC(C(CCCCCCCC)(CCCCCCCC)C%11=C%12C=CC=C%11)=C%12C=C%10,0.803
F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=CC(OCCCCCCCC)=C8,0.784
F[B-](F)(N1C2=CC=C1/C=C/C3=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=C(C=C7)/C=C/C8=C(OCCCCCCCC)C=C(C=O)C(OCCCCCCCC)=C8,0.783
F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCN=[N+]=[N-])C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,0.694
F[B-](F)(N1C2=CC=C1/C=C/C3=CC=C(OCCCCCC(O)=O)C=C3)[N+]4=C(N(C5=C4C=CC=C5)[B-]6(F)F)C2=C7[N+]6=CC=C7,0.695
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2,0.355
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(C#N)C=C5,0.381
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=CC=C5,0.372
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=CO4)=C4C=CC3=C2C5=CC=C(N(CC)CC)C=C5,0.386
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2,0.415
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,0.434
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,0.436
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(C#N)C=C4)O5)=C5C=CC3=C2C6=CC=C(N(CC)CC)C=C6,0.459
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2,0.391
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,0.413
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,0.41
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=CC=C4)O5)=C5C=CC3=C2C6=CC=C(N(CC)CC)C=C6,0.424
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2,0.405
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=C(C#N)C=C6,0.431
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C(C=C(C4=CC=C(N(CC)CC)C=C4)O5)=C5C=CC3=C2C6=CC=CC=C6,0.423
N(CC)(C1=CC2OC(C(=CC=2C=C1)C1=[O+]C2=CC(N(CC)CC)=CC=C2C(=C1)C1=C(C=CC=C1)C(O)=O)=O)CC,0.662
N(C1=CC2OC(=O)C(C3=[O+]C4=CC(N(CC)CC)=CC=C4C=C3)=CC=2C=C1)(CC)CC,0.67
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(N(CC)CC)=CC=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,0.72
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(NCC)=C(C)C=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,0.71
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=CC(NCC)=CC=C6C(/C=C7C(C)(C)C(C=CC=C8)=C8N\7CC)=C5CCC4,0.712
CC1(C)C2=C(C=CC3=C2C=CC=C3)[N+](CC)=C1/C=C/C4=C5OC6=C7C(N8CCC7)=C(CCC8)C=C6C(/C=C9C(C)(C)C(C=CC=C%10)=C%10N\9CC)=C5CCC4,0.724
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C(O)=O)C=C(C4=CC(C=CC(N(CC)CC)=C5)=C5OC4=O)OC2=C/1,0.662
C12=C(CCC3)C4=[N+]3CCCC4=CC1=CC(C5=C2)=C(C6=CC(C=C7C8=C9CCCN8CCC7)=C9C=C6C5%10C(C=CC=C%11)=C%11OC%12=C%10C=CC=C%12)C%13=CC=CC=C%13,0.88
CC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,0.879
CCC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,0.882
CC1=CC=CC(C)=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,0.873
COCC1=CC=CC=C1C(C2=CC(C=C3C4=C5CCCN4CCC3)=C5C=C2C67C(C=CC=C8)=C8OC9=C7C=CC=C9)=C(C6=C%10)C=C%11C%10=C(CCC%12)C%13=[N+]%12CCCC%13=C%11,0.885
