smile,activity
OC(CCCCCN1/C(=C/C=C/C2=[N+](C3C(=CC(S([O-])(=O)=O)=CC=3)C2(CCCS(O)(=O)=O)C)CCOC)/C(CCCS(O)(=O)=O)(C2C=C(S(=O)(=O)O)C=CC1=2)C)=O,0.556
OC(CCCCCN1/C(=C/C=C/C2=[N+](C3C(=CC(S([O-])(=O)=O)=CC=3)C2(CCCS([O-])(=O)=O)C)CCOC)/C(CCCS(O)(=O)=O)(C2C=C(S(=O)(=O)O)C=CC1=2)C)=O,0.556
OC(CCCCCN1/C(=C/C=C/C2=[N+](C3C(=CC(S([O-])(=O)=O)=CC=3)C2(CCCS([O-])(=O)=O)C)CCOC)/C(CCCS(O)(=O)=O)(C2C=C(S(=O)(=O)[O-])C=CC1=2)C)=O,0.556
OC(CCCCCN1/C(=C/C=C/C2=[N+](C3C(=CC(S([O-])(=O)=O)=CC=3)C2(CCCS([O-])(=O)=O)C)CCOC)/C(CCCS([O-])(=O)=O)(C2C=C(S(=O)(=O)[O-])C=CC1=2)C)=O,0.556
OC(CCCCCN1/C(=C/C=C/C2=[N+](C3C(=CC(S(O)(=O)=O)=CC=3)C2(CCCS(O)(=O)=O)C)CCOC)/C(CCCS(O)(=O)=O)(C2C=C(S(=O)(=O)O)C=CC1=2)C)=O,0.556
O=S(CCCN1C(C)(C=C(C2C=C3C(=C4C=C5C(=CC(C)(N(C5=CC4=[O+]C3=CC=21)CCCS(=O)(N)=O)C)CS(=O)(O)=O)C1=CC=C(C=C1C(O)=O)C(=O)O)CS(=O)(O)=O)C)(=O)N,0.594
OS(CCCN1C2C=C3[O+]=C4C=C5N(C(C)(C)C=C(C5=CC4=C(C3=CC=2C(=CC1(C)C)CS(=O)(=O)[O-])C1C=CC=CC=1C(=O)N(C)CCCC(O)=O)CS(=O)(O)=O)CCCS(=O)(N)=O)(=O)N,0.6
OS(CCCN1C2C=C3[O+]=C4C=C5N(C(C)(C)C=C(C5=CC4=C(C3=CC=2C(=CC1(C)C)CS(=O)(=O)[O-])C1C=CC=CC=1C(=O)N(C)CCCC(O)=O)CS(=O)([O-])=O)CCCS(=O)(N)=O)(=O)N,0.6
OS(CCCN1C2C=C3[O+]=C4C=C5N(C(C)(C)C=C(C5=CC4=C(C3=CC=2C(=CC1(C)C)CS(=O)(=O)O)C1C=CC=CC=1C(=O)N(C)CCCC(O)=O)CS(=O)(O)=O)CCCS(=O)(N)=O)(=O)N,0.6
OC(CCCCCN1/C(=C/C=C/C=C/C2=[N+](C3C(=CC(S([O-])(=O)=O)=CC=3)C2(C)C)CCOC)/C(C)(C)C2C=C(S(O)(=O)=O)C=CC=21)=O,0.648
OC(CCCCCN1/C(=C/C=C/C=C/C2=[N+](C3C(=CC(S([O-])(=O)=O)=CC=3)C2(C)C)CCOC)/C(C)(C)C2C=C(S([O-])(=O)=O)C=CC=21)=O,0.648
OC(CCCCCN1/C(=C/C=C/C=C/C2=[N+](C3C(=CC(S(O)(=O)=O)=CC=3)C2(C)C)CCOC)/C(C)(C)C2C=C(S(O)(=O)=O)C=CC=21)=O,0.648
OC(CCCCCN1C2=C(C=C(S(=O)(=O)O)C=C2)C(CCCS(O)(=O)=O)(/C/1=C\C=C\C=C\C1C(C)(C)C2CC(S([O-])(=O)=O)=CC=C2[N+]=1CCOC)C)=O,0.651
OC(CCCCCN1C2=C(C=C(S(=O)(=O)O)C=C2)C(CCCS([O-])(=O)=O)(/C/1=C\C=C\C=C\C1C(C)(C)C2CC(S([O-])(=O)=O)=CC=C2[N+]=1CCOC)C)=O,0.651
OC(CCCCCN1C2=C(C=C(S(=O)(=O)[O-])C=C2)C(CCCS([O-])(=O)=O)(/C/1=C\C=C\C=C\C1C(C)(C)C2CC(S([O-])(=O)=O)=CC=C2[N+]=1CCOC)C)=O,0.651
OC(CCCCCN1C2=C(C=C(S(=O)(=O)O)C=C2)C(CCCS(O)(=O)=O)(/C/1=C\C=C\C=C\C1C(C)(C)C2CC(S(O)(=O)=O)=CC=C2[N+]=1CCOC)C)=O,0.651
OC(CCCCCN1C2=C(C=C(S(=O)(=O)[O-])C=C2)C(CCCS([O-])(=O)=O)(/C/1=C\C=C\C=C\C1C(CCCS(O)(=O)=O)(C)C2CC(S([O-])(=O)=O)=CC=C2[N+]=1CCOC)C)=O,0.654
OC(CCCCCN1/C(/C(C)(C)C2C3C(C=CC=21)=C(S(=O)([O-])=O)C=C(C=3)S([O-])(=O)=O)=C/C=C/C=C/C1=[N+](C2C(=CC(S([O-])(=O)=O)=CC=2)C1(CCCS([O-])(=O)=O)C)CCOC)=O,0.663
S(=O)(=O)(C1=CC(S(=O)([O-])=O)=C2C(C3C(C)(/C(/N(CCCCCC(O)=O)C=3C=C2)=C\C=C\C=C\C2=[N+](CCOC)C3=CC=C4C(S(=O)([O-])=O)=CC(=CC4=C3C2(C)C)S([O-])(=O)=O)CCCS([O-])(=O)=O)=C1)[O-],0.679
OC(CCCCCN1C2=C(CC(S(=O)([O-])=O)C=C2)C(C)(C)/C/1=C\C=C\C=C\C=C\C1=[N+](C2C(=CC(S(=O)([O-])=O)=CC=2)C1(C)C)CCOC)=O,0.747
OC(=O)CCCCCN1/C(=C/C=C/C=C/C=C/C2=[N+](CCOC)C3C(=CC(S([O-])(=O)=O)=CC=3)C2(CCCS([O-])(=O)=O)C)/C(C2C=C(S(=O)([O-])=O)C=CC=21)(CCCS([O-])(=O)=O)C,0.747
O=S(CCCN(C1C=C2C(=CC=1)N=C(C1C=C[N+](CCCS(=O)(=O)[O-])=CC=1)O2)C(NCCCCCC(O)=O)=O)(=O)[O-],0.347
N1(N=C(CC1C1=CC=CC=C1S(=O)([O-])=O)C1C=CC(=CC=1)OCCCCCC(O)=O)C1C=CC(=CC=1)S([O-])(=O)=O,0.362
OC(CCCCC[N+]1C=CC=CC=1C1=NC2=C3C(C=C(C=C3)S(=O)([O-])=O)=CC(=C2O1)S(=O)(=O)[O-])=O,0.368
[O-]S(CCC[N+]1C=CC(=CC=1)C1=NC2=CC=C(NC(=O)CCCC(O)=O)C=C2O1)(=O)=O,0.375
O=S(CCC[N+]1=CC=C(C=C1)/C=C/C1=NC2=CC(S(=O)([O-])=O)=C(OCCCCCC(O)=O)C=C2O1)(=O)[O-],0.387
OC(CCCCC[N+]1C=CC(=CC=1)C1OC2=CC(OCCCS(=O)([O-])=O)=CC=C2N=1)=O,0.382
[O-]S(CCC[N+]1C=CC(=CC=1)C1=NC2=CC=C(NC(NCCCCCC(O)=O)=O)C=C2O1)(=O)=O,0.397
O=S(CCC[N+]1C=CC(=CC=1)/C=C/C1OC2=CC(OCCCCCC(O)=O)=CC=C2N=1)(=O)[O-],0.394
O=S(CCCN1C2C=C3OC(=O)C(=CC3=CC=2C(CS(=O)([O-])=O)=CC1(C)C)C1=CC=[N+](CCCCCC(O)=O)C=C1)(=O)[O-],0.51
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC(Cl)=C(F)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C5=C3C=CC=C5)C6=C(C=C(N)C=C6)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(F)=C(F)C(F)=C3)C4=C(C=C(N)C=C4)OC2=C1,0.51
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N)C=C4)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N)C=C5)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N)C=C6)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N)C=C4)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)OC2=C1,0.495
[NH2+]=C1C=CC2=C(C3=CC=C(OC4CCCCO4)C=C3)C5=C(C=C(N)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(Cl)S3)C4=C(C=C(N)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N)C=C4)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)OC2=C1,0.49
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC(Cl)=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C5=C3C=CC=C5)C6=C(C=C(N(C)C)C=C6)OC2=C1,0.545
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N(C)C)C=C6)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=CS3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.545
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(CN4CCOCC4)=CC=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC(CN4CCCCC4)=CC=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCCC4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCC4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(C)C)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.54
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.54
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.54
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N5CCCCC5)C=C6)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.54
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(CN4CCOCC4)=CC=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC(CN4CCCCC4)=CC=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.54
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCCCC4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.54
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.532
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N5CCCCC5)C=C4)OC2=C1,0.535
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N5CCCCC5)C=C5)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(O)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(O)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(O)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(O)C=C4)OC2=C1,0.49
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(O)C=C4)OC2=C1,0.495
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(O)C=C4)OC2=C1,0.495
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(O)C=C4)OC2=C1,0.495
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(O)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(O)C=C4)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(O)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.49
[NH2+]=C1C=CC2=C(C3=CC(Cl)=C(F)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.495
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,0.475
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.48
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.48
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.49
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.48
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,0.49
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC(OC)=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.486
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.48
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.48
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,0.48
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(N(C)C)C=C4)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N(C)C)C=C5)N(C)C2=C1,0.485
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.515
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.51
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.515
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.515
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.51
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.51
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.515
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.51
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,0.5
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,0.51
[NH2+]=C1C=CC2=C(C3=CC=C(SC)C=C3)C4=C(C=C(NCC)C=C4)OC2=C1,0.505
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(NCC)C=C5)OC2=C1,0.51
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C5=C3C=CC=C5)C6=C(C=C(N)C=C6)SC2=C1,0.53
[NH2+]=C1C=CC2=C(C3=CC4=C(C=C(OC)C=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(C(C)(C)C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(C)=CC(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(OC)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(OCO4)=C4C=C3)C5=C(C=C(N)C=C5)SC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC(F)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(N(C)C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(Cl)=CC=C3)C4=C(C=C(N)C=C4)SC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(C4OCCCO4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(CN4CCC5(OCCO5)CC4)C=C3)C6=C(C=C(N)C=C6)SC2=C1,0.525
[NH2+]=C1C=CC2=C(C3=CC=C(C)C=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(C)=C(OC)C(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=C(F)C(C)=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=C(CCC)C=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=C(OC)C=C3)C4=C(C=C(N)C=C4)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,0.515
[NH2+]=C1C=CC2=C(C3=CC=C(OC4CCCCO4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC(C=CC=C4)=C4C=C3)C5=C(C=C(N)C=C5)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=C(C4=CC=CC=C4)C=C3)C5=C(C=C(N)C=C5)SC2=C1,0.52
[NH2+]=C1C=CC2=C(C3=CC=C(F)C=C3)C4=C(C5=C(NC(C)(C)C=C5C)C=C4)OC2=C1,0.54
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC=CC=C5)=C3C=C4)C=C1)C=C2C,0.535
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(C)=CC(C)=C5)=C3C=C4)C=C1)C=C2C,0.535
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC(OC)=CC=C5)=C3C=C4)C=C1)C=C2C,0.54
CC(C)(NC1=C2C(OC3=CC4=[NH2+])=C(C(C5=CC6=C(OCO6)C=C5)=C3C=C4)C=C1)C=C2C,0.535
